agadetsęhs,I made myself into a glutton
agadidręhtaodrǫ:,I had to stay awake 
agadinana:węht,they (animal) wet it 
agadowihshę:daˀk,I did have a rest
agadowishęˀ,I have rested
agadrihoˀda:t,I worked
agadwahdǫh,I have or did miss it
agadwiyaǫ:gwęh,I have adopted a baby
agadęneha:ˀ,I won the bet
agadęno:węht,I denied
agadǫgweˀdi:yohs,I made myself nice; (put on my public face or facade)
agadǫhsweˀdanih,I am hungry
agadǫnhi:,I am alive; I am born; I am full of life
agadˀegwęhęgyeˀ,I am running away again
agaeda:graˀ,they (female or mixed group) fell down
agaegęˀ,they (female or mixed group) saw it
agaehsa:kaˀ,they (female or mixed group) went looking for it
agaenana:węht,they (female or mixed group) wet it
agaesakeˀ,they (female or mixed group) are / are they going to look for it
agaeye:na:ˀ,"they (female or mixed group) caught, received, accepted it"
agaeˀnya:gęˀ aˀagodinyaˀk,they eloped
agagowa:nheˀ,it became big 
agagwiyǫ:dęˀ,it got buds
agagyˀǫhseheˀ,I am going to go visit
agahahokdęˀ,I finished one row
agahaˀtge:,a big drought
agahdrǫˀni:ˀ,"I am scared all the time, a fraidy-cat"
agahdrǫˀs,"I am scared, frightened"
agahsagǫh,I am coughing right now
agahsdaę:daˀ,it stopped raining
agahsdaę:ˀ,I did cry
agahsehdǫh,I am hiding something
agahseˀnigǫhaˀdęˀ,you betrayed them
agahsgęˀdrǫ:dęˀ,"it is rusty, mouldy"
agahshaˀdrǫnyǫh,"I am reminiscing, remembering"
agahshę:,I am slow to act
agahsiˀda:tgiˀ,I have dirty feet
agahsiˀdanǫhwa:s,I have a sore foot
agahste:nyęˀgeh,falling rocks
agahstenyęˀge:,rock slide
agahsę:,I am fat
agahsǫwade:nyeˀs,I am dizzy
agahtgaˀ,I gave it up (right now)
agahya:k,I ate the fruit
agahyagoˀ,I picked fruit (recently)
agahyagwęh,I have picked fruit (farther in the past)
agahyagwęhne:ˀ,I have done fruit picking
agahyagwęhęgyeˀ,I am picking fruit along; as I am going along in a row picking fruit
agahyagwęhęgyeˀs,I am going along picking fruit all over the place
agahyagwęhęgyeˀsgęhę:ˀ,I used to go along picking fruit (but I no longer do)
agahyagǫh,I am eating fruit
agahyagǫhne:ˀ,"I ate fruit, have eaten fruit"
agahyaę:ˀ,I have fruit
agahyęht,I knocked or dropped the fruit down
agahǫhdanǫhwa:s,I have an earache
agaihwagǫ:dǫ:ˀ,it died out (high language)
agaihwahdǫˀ,"it became extinct, died out (old word)"
agaihwę:daˀ,it wore out (i.e. clothing)
agakehsre:ˀ,"I chased them, followed them"
agakwahǫ:dǫ:ˀ,it asked for food
aganahao:traˀ,my hat
aganana:węht,it wet it
aganhoha:yęht,noise made by banging a door
aganǫnheˀ,it filled up
agasdao:wanaht,it rained hard
agatahahsa:ˀ,I finished a road
agatahyǫ:niˀ,I am Wolf clan
agatgahiyohsdǫh,"I am staring at it, examining it closely"
agatgahǫ:ˀ,I paid attention
agatganǫ:nih,I am wealthy
agatgwe:niˀ,I won a competition
agatgęhǫh,I am up now
agatgǫhsohai:,I did wash my face
agathna:sǫ:,I oiled myself
agatnakdi:yohs,I made myself comfortable
agatnoˀjodagoˀ,I had my tooth pulled
agatnǫhgaǫ:ˀ,I did get my hair cut
agatowahstaˀ,I am cold
agatowinyˀǫse:,I have a cold
agatrowihne:ˀ,what I did talk about
agatrǫnyahneˀ,I am going to go there and tell (correction)
agatrǫnyahnǫh,I am telling now
agatrǫnyahnǫhk,I went there and told (but I am back)
agatrǫnyahsihǫh,I finished undressing; I got fully undressed
agatsadǫˀ,I buried it (an object)
agatsęnǫ:ni:,"I am glad, happy"
agatsęnǫ:niˀ,I got happy
agatsǫwade:nyeˀs,I am dizzy
agatwihsdǫ:niˀ,how much money I made
agatǫdęˀǫh,I have heard it before
agatǫwi:sęh,I am singing seed songs
agaweodęˀ,it got mouldy
agawęda:gę:,"she is a wimp, timid"
agawęgęhę:ˀ,it used to be mine
agawęhę:daˀ,flowers that have finished blooming
agawęhǫ:dęˀ,a flower bloomed
agaęsawęnyahsha:,heart operation 
agaǫ:daoˀtsę:ˀ,they (female or mixed group) became ceremonial friends
agaǫ:dehsgyǫwa:taˀt,they (female or mixed group) dieted
agaǫ:dekwahęˀ,they (female or mixed group) put on a meal
agaǫ:dowihshę:ˀ,they (female or mixed group) rested
agaǫ:gehsre:ˀ,they chased or followed me
agaǫ:tgǫˀtrani:yǫ:dęˀ,they (female or mixed group) weighed themselves
agaǫ:tsęht,they (female or mixed group) were tired or sleepy
agaǫda:gye:na:ˀ,they (female or mixed group) caught her
agaǫda:tgwe:niˀ,they (female or mixed group) won a competition
agaǫdadehsre:ˀ,they (female) chased or followed her
agaǫgehswaˀne:tˀa:ˀ,they supported me
agaǫhǫ:k,they (female or mixed group) heard; they learned how to understand a language
agaǫnihsgyageˀ,they (female or mixed group) urinated
agaǫnihęˀdahk,they (female or mixed group) suddenly quit
agaǫnǫwaędahk,they (female or mixed group) made it sink
agaǫtgwe:niˀ,they (female or mixed group) won a competition
agaǫˀdadǫh,I am blowing now; I have blown
agaˀahdraˀ,my basket
agaˀdaǫniˀ,it got muddy
agaˀgyadawitraˀ,my coat or dress
agaˀtwihsdęˀda:ˀ,I wasted my money
agaˀęhgo:dęˀ,potato sprouts
age:gaˀs,I like the taste of it
age:gwęh,how much I have obtained or acquired
age:gę:,I have seen it 
age:gę:na:ˀ,I have a freckle
age:gęˀ,I saw
age:haˀk,my aunt (old word)
age:ji:yoˀ,"I am crippled, lame"
age:kdǫ:ˀ,I did look closely at it; I have examined it
age:kǫ:ni:,I cooked
age:kǫ:niˀ,I cooked a meal
age:nhiˀs,"I err, make mistakes"
age:nho:dǫˀ,I have locked it
age:nya:gǫh,I am married
age:nya:s,I am getting married right now
age:swahs,I smell it (at the time when this is being said)
age:tse:nęˀ,my pet
agegahagwaǫ:t,I have a sty
agegahanǫhwa:s,I have a sore eye
agegaˀsgęhę:ˀ,I used to like the taste of it (but I do not anymore)
agegwaǫ:t,"I have an abscess, boil"
agegęhęˀda:nih,"I am annoyed, sick of it"
agegǫhsatgiˀ,I have a dirty face
agegˀea:ji:,I have dark hair
agegˀeaˀgeh,on my hair
agehnaˀna:węht,I wet it
agehsadǫˀ,I buried it (an animal)
agehsina:ji:yoh,I have a lame leg
agehsinanǫhwa:s,I have a sore leg
agehsohdanǫhwa:s,I have a sore hand
agehsohdatgiˀ,I have dirty hands
agehsweˀnanǫhwa:s,I have a sore back
agehswęˀgaiyoˀ,I am Hawk Clan
agehta:gyeˀ,I am talking as I go along 
agehta:khne:ˀ,what I did talk about
agehta:ˀk,I did talk
agehtaę:ˀ,I did talk
agejagǫ:ˀ,I persevered
agejagǫˀǫh,I do persevere (all the time)
agejaohoˀgwanǫhwa:s,I have a sore ankle
agejinyǫhgro:t,I have a runny nose
ageksedanǫhwa:s,I have a stomach ache
ageksˀadaˀ,my child
agekwędaˀǫh,I have finished eating
agekǫnihne:ˀ,I have cooked
agenhiˀǫh,"I have made a mistake, an error"
agenhodǫ:gwęh,I have opened or unlocked it
agenhoha:hǫh,I have closed the door
agenyaˀgwahǫh,I am vomiting (right now)
agenyˀagwahs,"I am vomiting; I am a vomiter, I vomit all the time"
agenˀewa:ˀ,I was surprised
ageswahsgęhę:ˀ,I used to be able to smell (but my nose quit working)
ageteˀdǫh,I did pound
agetgwˀędaˀ,my wallet
agetgwˀędaˀshǫ:ˀǫh,my suitcases (i.e. ones that are scattered around)
agetgwˀędaˀshǫˀ,"my suitcases (i.e. a bunch of suitcases , bundled together or mentally grouped as a unit)"
agetsęnyǫ:,I have found it
agewęnaˀdǫh,I have given up
ageˀdaihęhdro:t,I am sweating
ageˀdre:ˀ,I dragged it
ageˀdrehda:se:,my new car
ageˀdrehdagayǫh,my old car
ageˀdrehdagęhę:,it was my car
ageˀdrehdaęˀ,I have a car
ageˀdrehdaˀ,my car
ageˀdreˀ,I am riding along
ageˀhowe:gǫh,I did cover something
ageˀnihshęˀ,I have a father
ageˀnowaę:ˀ,I am squatting
ageˀo:gǫh,I did chop; I have chopped
agi:,ouch!
agi:daˀs,I'm a (good) sleeper
agi:dę:ˀ,I feel (felt) sorry for something
agi:dęht,"I am poor, poverty-stricken, in poverty"
agidagraˀǫh,I have fallen
agidaˀǫh,"I was asleep, I am sleeping"
agidręhda:ˀs,I am sleepy
agihsagǫh,I am looking for it
ago:nhiˀk,she made a mistake
agodehęˀǫhs,she became a widow
agodi:nhiˀk,they (animal) made a mistake
agodrihwaˀehs,she got blamed
agohsgę:na:ˀ,she had a stroke
agojęhdahkwaˀ,something that stands up in a dish
agonya:gęˀs,I am passing wind
agowanheˀ,it became big
agowi:yęhs,a miscarriage
agowi:yǫ:diˀ,"she abandoned her child, had an abortion"
agowiyagehe:yaˀs,her baby died
agoˀdredahe:tgęˀs,her car broke down
agoˀgaˀdahshoˀ,she smells the pants (said of prepubescent girls)
agoˀgwa:s,"she is digging, uncovering something"
agra:ge:węh,I have erased or wiped
agra:gwęh,I have picked it out; I have chosen that one
agra:tę:,I did climb
agradanǫhwa:s,I have a sore heel
agrahǫh,I did spread it already
agrihoˀdeˀ,I am working
agrihwaneˀagǫh,I have sinned
agrihwaye:na:ˀ,I accept your word
agriˀsdowanęh,I am loud and noisy
agrohe:gǫh,I have gathered
agrǫhyagę:,"I am in agony, in pain"
agwadęnǫhksǫˀ,we are relatives
agwagowa:nęh,we all (exclusive) are big 
agwahnę:ye:s,we all (exclusive) are tall 
agwahwajiyowa:nęh,we all (exclusive) have a large family
agwanoˀjo:t,we all (exclusive) have teeth
agwanyahdę:,we all are of the Turtle Clan
agwayˀada:ˀ,our picture
agwaˀnhǫhda:grahs,"we all (exclusive), our armpits smell "
agwe:,we all (exclusive) want
agwe:gǫh,everything; all
agwi:yaˀ,my baby
agwiyaęˀ,"I have a child, offspring"
agwęnaˀtaˀ,I give up (all the time)
agya:dę:nǫhk,my relative
agyadahnyohneˀ,we two (inclusive) did go fishing
agyagoi:hwaę:daˀs,she came to a decision
agyagwatnętsi:yak,we all (exclusive) broke our arms
agyagwaˀęnaę:ˀ,we all (exclusive) did play snowsnake
agyawęhęhgwait,opening bloom
agyaǫhsraˀ,a trick
agyaˀdadaihę:,I am hot
agyaˀdadeht,"I am nimble, active or energetic"
agyaˀdagęhe:yǫ:,"I am physically weak, slow"
agyaˀdagęhe:ˀ,"I got limp, weak"
agyaˀdahshę:,I am slow
agyaˀdahshęh,I was late
agyaˀdanǫhwa:s,I am sore; I ache
agyaˀdasdeˀ,I am heavy
agyaˀdawiˀtraˀ,"coat, dress"
agyaˀdǫdaˀdǫh,I shiver
agye:na:ˀ,I caught it; I received it
agye:naǫ:,"I have caught it, received it"
agyedanǫhwaˀksǫh,I am going along aching
agyodewane:ga:ˀs,it got a flat tire
agyohsagae:,the sound of smacking lips
agyonę:dahsdęˀ,a stampede (literally: something made them run)
agyęˀ,"I have, possess"
agyǫ:dih,I am smiling
agyǫdiha:gyeˀ,I am going along smiling
agyǫhsęhtoˀ,she cried
agyǫhwęhjędǫh,earthquake
agyǫhwęjaihęh,earthquake; (literally: the land shook)
agyǫkyohsgwi:ˀ,she did crawl (i.e. learned how to crawl)
agyǫtgręgręht,she frowned
agyǫtnętsi:yak,she broke her arm
agyǫˀnigǫho:goˀ,her mind is scattered
agę:no:węht,I lied
agę:sętwęh,I did kick it; I have kicked the ball
agędagę:,I am a wimp; I am weak (mentally or physically); cowardly
agęhsiˀdohai:,I did wash my feet
agęna:tǫ:ˀ,they (animal) lay down
agęnadekǫ:niˀ,they (animal) ate
agęnadeˀgoˀ,they (animal) ran away
agęnadęhnyeha:ˀ,they (animal) won (a bet)
agęnagra:dǫh,I was born
agęnataha:goˀ,they (animal) turned off the road
agęnatgwe:niˀ,they (animal) won a competition
agęnatsę:nǫ:niˀ,they (animal) got happy
agęnida:gre:ˀ,I laid myself down
agęnihsgya:ge:,I am urinating
agęnihęˀ,I stopped or quit
agęniˀdahswahęhdrǫ:ˀ,I got scolded
agęniˀdenyǫ:,I have farted
agęno:wę:,I am a liar
agęnowaędahk,I made it sink
agęnǫhdǫˀ,I know
agǫ:gweh,"girl, woman; the female gender"
agǫ:nheˀ,she is alive
agǫ:nihs,she makes it into something; she earns
agǫ:niˀ,"I did make, earn"
agǫda:hǫh,I have put it in
agǫgwedaˀ,my relatives (literally: my people)
agǫgweˀda:se:ˀ,she is a young woman
agǫgweˀdi:yo:,she or someone is a nice person
agǫgwˀedahetgęˀ,"she is a cruel, mean person"
agǫgęhęˀdęˀ,I am sick of you
agǫhwada:nih,it has shown me something
agǫnahsgwe:k,I shut you up
agǫnhehgǫh,she or someone lives on it; she is sustained by it
agǫnihne:ˀ,"I used to or have made, earned"
agǫtsanǫhwa:s,I have a sore knee
agǫˀwehsgwa:nih,I enjoy it
agǫˀweshahs,"I am having a good time, enjoying something"
aha:de:niˀ,he emptied something; (literally: he changed it)
aha:do:wa:t,he did hunt
aha:dǫ:goht,he went past
aha:goˀ,he chose
aha:gęˀ,he saw
aha:k,he ate it
aha:nyoˀ,he killed (an animal)
aha:yǫˀt,he scored; he brought it
ahadadeˀo:k,he axed himself
ahadadi:yaˀk,he shot himself
ahadadi:yˀak haˀhǫnyohdahk,he shot himself
ahadadri:yoˀ,he killed himself (on purpose)
ahadadrihwagwe:nyaˀs,a title; an honour; a goal (literally: he achieved for himself; he earned it for himself); successful
ahadahdiˀtrǫda:,he put his socks on
ahadahgwaęhęhs,he pawned?
ahadawę:ˀ,he swam
ahadehęh,he felt shame
ahadejiˀohgyak,he did cut his nails
ahadeteˀtra:,he did powder himself
ahadeˀdaǫniˀ,he got dirty
ahadigahę:dęˀ,they (male) made a hole
ahadihadoda:goˀ,they (male) cut the forest right out
ahadihsgwa:dahgoˀ,they (male) did geld it
ahadihędohsga:ˀ,"they (male) cleared the fields, land"
ahadinaˀna:węht,they (male) wet it
ahadinǫhsgaiˀ,they (male) made) a riot
ahadiyaǫgyaˀk,they (male) cut a tree down
ahadiˀdahswahęhdrǫ:ˀ,"they (male) scolded, reprimanded"
ahadiˀnhahgyaˀk,they (male) cut the logs
ahadiˀǫgwaę:ˀ,they (male) laid sod
ahadodaisi:,"he got loose, escaped"
ahadohǫhdǫhai:ˀ,he did wash his ears
ahadowihshę:ˀ,he rested
ahadręnǫ:niˀ,he made a song
ahadrǫhyaˀdahk,he balked at the suggestion
ahadǫ:dęˀ,he is singing adlfwaj
ahadǫhsweˀdęˀ,he will be short of breath
ahagadahgwaęhęhs,he did pawn
ahagyena:waˀs,he helped me
ahagǫhe:k,he punched it
ahahaha:ˀ,he went onto the road here
ahahdo:,"he dived, he dove"
ahahni:nǫˀ,he bought it
ahahsiyaǫ:nyahnǫ:ˀ,he is a fluid dancer
ahahędaę:ˀ,refers to men they (male) won the throw in a betting game)
ahaihwa:is,he accomplished or completed a task (ie. a speech); he carried out a responsibility
ahaihǫnyahnǫ:ˀ,he produced something (literally: he made or started the idea)
ahajihgwaˀe:k,he punched it 
ahanaˀna:węht,he wet it
ahanohsga:ˀ,"he notched it (tree, casket)"
ahanǫhsgai:ˀ,"he raised cain, had a tantrum"
ahatgaędaˀ,he pawned
ahatgwe:niˀ,he won a competition
ahatgǫhstǫˀęht,he shaved
ahathna:sǫˀ,he did oil himself
ahatnahsgǫniˀ,he raised a pet 
ahatwaˀehs,he went to stay there; he was taken in (he had no place else to stay)
ahawiyanęhsgoˀ,"he stole a child, kidnapped"
ahayagye:nęˀ,he fell over; refers to passing on
ahayęgwahsǫnyeht,he honoured them with tobacco
ahayętwa:goˀ,he did harvest
ahayętwahseˀ,he is/ is he going to plant over there
ahaę:nǫ:da:,he recorded songs or taped
ahaęnaga:nye:ˀ,"he chanted, he trilled the music (ceremonial)"
ahaęnahsre:ˀ,he followed the song; he sang along
ahaęnahǫ:k,he heard music
ahaęni:s,he made the song long
ahaęnǫdahsǫ:ˀ,he recorded many songs
ahaǫhyagˀędahk,it made him work hard; he laboured
ahaˀnǫhgwaˀe:k,he beat the drum (barrel)
ahdahgwaˀ,shoes
ahdahgwi:yoˀs,nice shoes
ahdahgwˀaǫ:weh,moccasins; shoe (the type put on a corpse at a funeral)
ahe:dę:ˀ,I feel sorry for him
ahe:jęˀt,I fixed (literally: cured) him; I got even with him
ahe:yeht,I woke him up
ahe:ˀ,he thought
ahehihs,I bumped him (i.e. with a car)
ahehswaˀne:dęˀ,I supported him
ahehswaˀne:tˀa:ˀ,I supported him
ahehswaˀneht,"I agree with him, support him"
ahehwawaˀs,"I agree with him, support him"
ahgwih,don’t...
ahgwih ęhsatwihsdęˀda:ˀ,do not waste your money
ahgwę:ni:yǫt,hanging clothes
ahgwę:nyaˀ,"clothing, clothes"
ahgwę:nyaˀ gahaˀtaˀ,clothes dryer
ahgwęnyaga:yǫh,old clothes
ahgwęnyagehǫˀ,clothes lying around
ahgwęnyaseˀshǫ:ˀǫh,new clothes
ahgwęnyaę:dahkwaˀ,closet
ahi:ˀ,"I thought, intended"
aho:nhiˀk,he made a mistake
aho:yǫ:diˀ,he smiled
ahodi:nhiˀk,they (male) made a mistake
ahodrihwaˀe:s,he was found guilty; he was accused
ahodrihwaˀgyaǫ,he had an accident
ahodęhte:ˀah,"tramp, hobo, vagabond"
ahohetso:goˀ,it tricked him (like the frog)
ahohsgęna:ˀ,he had a stroke
ahohsi:s,he was shot
ahoihwaˀehs,she/he blamed him
ahonadrihwaˀgyaǫ:,they (male) had an accident
ahonakwęh,he became very angry
ahoneha:goˀ,he was amazed or surprised
ahonǫda:nhaˀ,he was found guilty
ahotwaji:yǫ:diˀ,he abandoned his family
ahoyaˀdadidrǫgwahǫ:ˀ,it made him twitch
ahoyenahsǫ:ˀ,he had convulsions
ahoˀdrehdahe:tgęˀs,his car broke down
ahoˀnidodaehsęˀ,he farted
ahoˀnigǫhaędaˀ,he understood
ahsadadrihwagwe:nyaˀs,you are a success
ahsadadrihwahdo:t,you committed suicide (high language)
ahsagodi:ye:na:ˀ,"they arrested, caught her"
ahsagokwahkwaˀ,he grabbed the food from her
ahsagonahseht,they robbed her
ahsdeh,outside
ahsdeh heyęhdahkwaˀ,toilet
ahsdeh ǫdǫˀdahkwaˀ,toilet bowl
ahsdeh ǫdǫˀdahkwaˀ ohyadǫhsraˀ,toilet paper
ahsdehgeha:ˀ,outside type
ahsdehgeha:ˀ adekwahahsraˀ,picnic table
ahsdehka:ˀ akyędahkwaˀ,lawn chair
ahsdehka:ˀ ǫdawˀędahkwaˀ,outdoor swimming pool
ahsdehka:ˀ ǫdeˀsgǫdahkwaˀ,outdoor barbecue
ahse:gri:k,"you wrinkled, fan-folded it; you made it smaller, shrank it"
ahse:gwe:niˀ,you did succeed
ahsehsęnowanheˀ,you became famous
ahsge:gęˀ,you saw me (correction to workbook)
ahsgegęhęˀdęˀ,you got sick of me; you are bored with me
ahsgwaˀ,roof
ahsgwaˀgeh,"on top of the house, roof"
ahsę niwahdahgwa:ge:,three shoes
ahsęh,three
ahsęh hęwa:dra:s,three times
ahsęh hǫwadijihsdę:ni:,"they were given three fires (by him, them (male))"
ahsęh naˀdewˀęnya:wˀe:,three hundred
ahsęh naˀdeyodogaǫdeˀ,triangle
ahsęh niga:gǫ: ga:gǫgweˀdase:,three young women
ahsęh niga:ya:ge:,three bags
ahsęh nigahwihsda:ge:,three dollars
ahsęh nigahǫnaˀdage:,three potatoes
ahsęh nigętseˀda:ge:,three quarts
ahsęh niwahshę:,thirty
ahsęh niwahshę: ahsęh,thirty three
ahsęh niwahshę: degrǫˀ,thirty eight
ahsęh niwahshę: dekni:,thirty two
ahsęh niwahshę: gei:,thirty four
ahsęh niwahshę: gyohdǫ:,thirty nine
ahsęh niwahshę: hwihs,thirty five
ahsęh niwahshę: hyeiˀ,thirty six
ahsęh niwahshę: ja:dahk,thirty seven
ahsęh niwahshę: sga:t,thirty one
ahsęh niwęˀnihsgaǫ:t,it has three wheels
ahsęh niyohsiˀdage:,three feet (measurement or body part)
ahsęh niyohǫnaˀdage:,three potatoes
ahsęh niyojihsda:ge:,"three fires, lamps"
ahsęh niyoyęhsra:ge:,three blankets
ahsęh nęyo:da:ˀ,three days from now
ahsęh skaeˀ,thirteen
ahsęh wadoˀtaˀ,third
ahsǫh,"still, yet, some more; More! (Said when you want someone to finish pouring a drink.)"
ahsǫheh,night
ahsǫhehka:ˀ,night kind
ahę:ne:ˀ,they (male) thought; they left together
ahę:niˀ,they (male) said
ahęhsiˀdohai:,he did wash his feet
ahęnadahnyo:ˀ,they (male) fished
ahęnadahnyohneˀ,they (male) are / are they going fishing
ahęnadrihwahseht,they (male) hid their idea (i.e. schemed)
ahęnadę:nyoˀ,they (male) killed someone
ahęnatahiˀta:ˀ,they (male) came to a consensus; they followed their idea; now they are ready to go (referring to the Confederacy Council)
ahęnatahsrǫ:dęˀ,"they (male) carried a torch, lantern, flashlight"
ahęnatahsrǫdaˀnaˀ,they (male) went night-fishing
ahęnatgwe:niˀ,they (male) won a competition
ahęnatgwęnige:,"the big win, victory; (literally: they (male) won big)"
ahęnatǫdahsro:niˀ,they (male) pruned (literally: fixed) the trees
ahęnatǫgyaˀk,they (male) cut the bush down
ahęnatǫwanę:da:k,they (male) docked a boat
ahęnǫ:da:ˀ,they (male) put them in
ahęˀ,he said
ahęˀnigǫhoˀkdęˀ,he gave up (his will to live)
ahǫgwedanęhsgoˀ,they stole him (i.e. for another group); (literally: he was stolen)
ahǫhyagędahk,it made him work hard; he laboured
ahǫwadahgwaęhęhs,"they pawned (to him, them (male))"
ahǫwadi:gęˀ,"they or she or he saw him, them (male)"
ahǫwadi:ye:na:ˀ,"they arrested, caught him, them (male)"
ahǫwadigwe:niˀ,"they won a competition; (literally: they beat him, them (male))"
ahǫwadihnyadrę:ˀ,"they hanged him, them (male)"
ahǫwadihsaǫ:dęˀ,they committed him to the main fire (refers to sending a delegate to the Gaihwi:yo: convention)
ahǫwadihsre:ˀ,they chased or followed him
ahǫwadinǫhsǫnyęˀ,they (male) built him a house
ahǫwaditsgo:dęˀ,"they elected him, them (male)"
